Dataset,Question-Type,Answer-type,Question,gold_10_1,gold_10_1_data_source_path,gold_10_2,gold_10_2_data_source_path,gold_10_3,gold_10_3_data_source_path,gold_50_1,gold_50_1_data_source_path,gold_50_2,gold_50_2_data_source_path,gold_50_3,gold_50_3_data_source_path,gold_100_1,gold_100_1_data_source_path,gold_100_2,gold_100_2_data_source_path,gold_100_3,gold_100_3_data_source_path,gold_250_1,gold_250_1_data_source_path,gold_250_2,gold_250_2_data_source_path,gold_250_3,gold_250_3_data_source_path,gold_500_1,gold_500_1_data_source_path,gold_500_2,gold_500_2_data_source_path,gold_500_3,gold_500_3_data_source_path,gold_750_1,gold_750_1_data_source_path,gold_750_2,gold_750_2_data_source_path,gold_750_3,gold_750_3_data_source_path,gold_1000_1,gold_1000_1_data_source_path,gold_1000_2,gold_1000_2_data_source_path,gold_1000_3,gold_1000_3_data_source_path
te-offensive_language_detection,Calculation,percentage,What is the percentage of the less frequent category (offensive or non-offensive) out of the total data?,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,33.20%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,33.20%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,33.20%,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Calculation,percentage,Return the percentage of offensive entries in the dataset.,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,33.20%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,33.20%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,33.20%,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Calculation,percentage,What is the absolute difference between the percentage of non-offensive entries and the percentage of offensive entries?,20.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,20.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,20.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,32.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,32.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,32.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,34.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,34.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,34.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,33.60%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,33.60%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,33.60%,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,33.60%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,33.60%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,33.60%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,33.86%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,33.86%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,33.86%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,33.80%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,33.80%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,33.80%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Existence,yes/no,Does the dataset only contain offensive entries?,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Existence,yes/no,Does the dataset include both offensive and non-offensive labeled entries?,yes,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Existence,yes/no,Are all entries in the dataset non-offensive?,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Existence,yes/no,Does the dataset contain entries that include neither the offensive nor non-offensive language?,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,no,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Count,number,How many entries do not contain offensive language?,6,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,6,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,6,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,33,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,33,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,33,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,67,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,67,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,67,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,167,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,167,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,167,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,334,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,334,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,334,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,502,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,502,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,502,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,669,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,669,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,669,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Calculation,number,How many entries are either offensive or non-offensive?,10,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,10,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,10,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,50,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,50,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,50,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,100,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,100,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,100,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,250,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,250,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,250,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,500,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,500,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,500,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,750,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,750,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,750,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,1000,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,1000,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,1000,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Count,number,Return the total number of instances containing the most frequent category (between offensive and non-offensive language) in the dataset.,6,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,6,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,6,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,33,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,33,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,33,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,67,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,67,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,67,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,167,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,167,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,167,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,334,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,334,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,334,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,502,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,502,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,502,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,669,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,669,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,669,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Count,number,Return the total number of instances with less frequent (between offensive and non-offensive language) category in the dataset.,4,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,4,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,4,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,17,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,17,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,17,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,33,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,33,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,33,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,83,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,83,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,83,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,166,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,166,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,166,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,248,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,248,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,248,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,331,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,331,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,331,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Calculation,percentage,What is the percentage of entries that are not non-offensive?,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,33.20%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,33.20%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,33.20%,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Calculation,percentage,What is the combined percentage of offensive and non-offensive entries in the dataset?,100.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,100.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,100.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,100.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,100.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,100.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,100.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,100.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,100.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,100.00%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,100.00%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,100.00%,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,100.00%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,100.00%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,100.00%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,100.00%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,100.00%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,100.00%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,100.00%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,100.00%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,100.00%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Calculation,percentage,What is the percentage of the most frequent category (offensive or non-offensive) out of the total data?,60.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,60.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,60.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,66.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,66.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,66.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,67.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,67.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,67.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,66.80%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,66.80%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,66.80%,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,66.80%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,66.80%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,66.80%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,66.93%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,66.93%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,66.93%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,66.90%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,66.90%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,66.90%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Calculation,percentage,What is the percentage of the less frequent category (offensive or non-offensive) out of the total data?,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,40.00%,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,34.00%,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,33.00%,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,33.20%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,33.20%,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,33.20%,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,33.20%,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,33.07%,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,33.10%,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
te-offensive_language_detection,Comparison,yes/no,Does the number of non-offensive entries exceed the number of offensive entries?,yes,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/10/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/50/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/100/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/250/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection100te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/500/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/750/te-offensive_language_detection_3.txt,yes,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_1.txt,yes,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_2.txt,yes,./data_source/te-offensive_language_detection/1000/te-offensive_language_detection_3.txt
